time,retentate conc.
1560,NaN
1565,NaN
1570,NaN
1575,NaN
1580,NaN
1585,NaN
1590,NaN
1595,NaN
1600,NaN
1605,NaN
1610,NaN
1615,NaN
1620,NaN
1625,NaN
1630,NaN
1635,NaN
1640,NaN
1645,NaN
1650,NaN
1655,NaN
1660,NaN
1665,NaN
1670,NaN
1675,NaN
1680,NaN
1685,NaN
1690,NaN
1695,NaN
1700,NaN
1705,NaN
1710,NaN
1715,NaN
1720,NaN
1725,NaN
1730,NaN
1735,NaN
1740,NaN
1745,NaN
1750,NaN
1755,NaN
1760,NaN
1765,NaN
1770,NaN
1775,NaN
1780,NaN
1785,NaN
1790,NaN
1795,NaN
1800,NaN
1805,NaN
1810,NaN
1815,NaN
1820,NaN
1825,NaN
1830,NaN
1835,NaN
1840,NaN
1845,NaN
1850,27.74228235
1855,NaN
1860,NaN
1865,NaN
1870,NaN
1875,NaN
1880,NaN
1885,NaN
1890,NaN
1895,NaN
1900,NaN
1905,NaN
1910,NaN
1915,NaN
1920,NaN
1925,NaN
1930,NaN
1935,NaN
1940,NaN
1945,NaN
1950,NaN
1955,NaN
1960,NaN
1965,NaN
1970,NaN
1975,NaN
1980,NaN
1985,NaN
1990,NaN
1995,NaN
2000,NaN
2005,NaN
2010,NaN
2015,NaN
2020,NaN
2025,NaN
2030,NaN
2035,NaN
2040,NaN
2045,NaN
2050,NaN
2055,NaN
2060,NaN
2065,NaN
2070,NaN
2075,NaN
2080,NaN
2085,NaN
2090,NaN
2095,NaN
2100,NaN
2105,NaN
2110,NaN
2115,NaN
2120,NaN
2125,NaN
2130,NaN
2135,NaN
2140,NaN
2145,NaN
2150,NaN
2155,NaN
2160,NaN
2165,NaN
2170,NaN
2175,NaN
2180,NaN
2185,NaN
2190,NaN
2195,NaN
2200,NaN
2205,NaN
2210,NaN
2215,NaN
2220,NaN
2225,NaN
2230,NaN
2235,NaN
2240,NaN
2245,NaN
2250,NaN
2255,NaN
2260,NaN
2265,NaN
2270,NaN
2275,NaN
2280,NaN
2285,NaN
2290,NaN
2295,NaN
2300,31.0364
2305,NaN
2310,NaN
2315,NaN
2320,NaN
2325,NaN
2330,NaN
2335,NaN
2340,NaN
2345,NaN
2350,NaN
2355,NaN
2360,NaN
2365,NaN
2370,NaN
2375,NaN
2380,NaN
2385,NaN
2390,NaN
2395,NaN
2400,NaN
2405,NaN
2410,NaN
2415,NaN
2420,NaN
2425,NaN
2430,NaN
2435,NaN
2440,NaN
2445,NaN
2450,NaN
2455,NaN
2460,NaN
2465,NaN
2470,NaN
2475,NaN
2480,NaN
2485,NaN
2490,NaN
2495,NaN
2500,NaN
2505,NaN
2510,NaN
2515,NaN
2520,NaN
2525,NaN
2530,NaN
2535,NaN
2540,NaN
2545,NaN
2550,NaN
2555,NaN
2560,NaN
2565,NaN
2570,NaN
2575,NaN
2580,NaN
2585,NaN
2590,NaN
2595,NaN
2600,NaN
2605,NaN
2610,NaN
2615,NaN
2620,NaN
2625,NaN
2630,NaN
2635,NaN
2640,NaN
2645,NaN
2650,NaN
2655,NaN
2660,NaN
2665,NaN
2670,NaN
2675,NaN
2680,NaN
2685,NaN
2690,NaN
2695,NaN
2700,NaN
2705,NaN
2710,NaN
2715,NaN
2720,NaN
2725,NaN
2730,NaN
2735,NaN
2740,NaN
2745,NaN
2750,NaN
2755,NaN
2760,NaN
2765,NaN
2770,NaN
2775,NaN
2780,NaN
2785,NaN
2790,NaN
2795,NaN
2800,34.73451321
2805,NaN
2810,NaN
2815,NaN
2820,NaN
2825,NaN
2830,NaN
2835,NaN
2840,NaN
2845,NaN
2850,NaN
2855,NaN
2860,NaN
2865,NaN
2870,NaN
2875,NaN
2880,NaN
2885,NaN
2890,NaN
2895,NaN
2900,NaN
2905,NaN
2910,NaN
2915,NaN
2920,NaN
2925,NaN
2930,NaN
2935,NaN
2940,NaN
2945,NaN
2950,NaN
2955,NaN
2960,NaN
2965,NaN
2970,NaN
2975,NaN
2980,NaN
2985,NaN
2990,NaN
2995,NaN
3000,NaN
3005,NaN
3010,NaN
3015,NaN
3020,NaN
3025,NaN
3030,NaN
3035,NaN
3040,NaN
3045,NaN
3050,NaN
3055,NaN
3060,NaN
3065,NaN
3070,NaN
3075,NaN
3080,NaN
3085,NaN
3090,NaN
3095,NaN
3100,NaN
3105,NaN
3110,NaN
3115,NaN
3120,NaN
3125,NaN
3130,NaN
3135,NaN
3140,NaN
3145,NaN
3150,NaN
3155,NaN
3160,NaN
3165,NaN
3170,NaN
3175,NaN
3180,NaN
3185,NaN
3190,NaN
3195,NaN
3200,NaN
3205,NaN
3210,NaN
3215,NaN
3220,NaN
3225,NaN
3230,NaN
3235,NaN
3240,NaN
3245,NaN
3250,NaN
3255,NaN
3260,NaN
3265,NaN
3270,NaN
3275,NaN
3280,NaN
3285,NaN
3290,NaN
3295,NaN
3300,NaN
3305,NaN
3310,NaN
3315,NaN
3320,NaN
3325,NaN
3330,NaN
3335,NaN
3340,NaN
3345,NaN
3350,NaN
3355,NaN
3360,NaN
3365,NaN
3370,NaN
3375,NaN
3380,NaN
3385,NaN
3390,NaN
3395,NaN
3400,NaN
3405,NaN
3410,NaN
3415,NaN
3420,NaN
3425,NaN
3430,NaN
3435,NaN
3440,NaN
3445,NaN
3450,NaN
3455,NaN
3460,NaN
3465,NaN
3470,NaN
3475,NaN
3480,NaN
3485,NaN
3490,NaN
3495,NaN
3500,NaN
3505,NaN
3510,NaN
3515,NaN
3520,NaN
3525,NaN
3530,NaN
3535,NaN
3540,NaN
3545,NaN
3550,NaN
3555,NaN
3560,NaN
3565,NaN
3570,NaN
3575,NaN
3580,NaN
3585,NaN
3590,NaN
3595,NaN
3600,NaN
3605,NaN
3610,NaN
3615,NaN
3620,NaN
3625,NaN
3630,NaN
3635,NaN
3640,NaN
3645,NaN
3650,NaN
3655,NaN
3660,NaN
3665,NaN
3670,NaN
3675,NaN
3680,NaN
3685,NaN
3690,NaN
3695,NaN
3700,42.10616744
3705,NaN
3710,NaN
3715,NaN
3720,NaN
3725,NaN
3730,NaN
3735,NaN
3740,NaN
3745,NaN
3750,NaN
3755,NaN
3760,NaN
3765,NaN
3770,NaN
3775,NaN
3780,NaN
3785,NaN
3790,NaN
3795,NaN
3800,NaN
3805,NaN
3810,NaN
3815,NaN
3820,NaN
3825,NaN
3830,NaN
3835,NaN
3840,NaN
3845,NaN
3850,NaN
3855,NaN
3860,NaN
3865,NaN
3870,NaN
3875,NaN
3880,NaN
3885,NaN
3890,NaN
3895,NaN
3900,NaN
3905,NaN
3910,NaN
3915,NaN
3920,NaN
3925,NaN
3930,NaN
3935,NaN
3940,NaN
3945,NaN
3950,NaN
3955,NaN
3960,NaN
3965,NaN
3970,NaN
3975,NaN
3980,NaN
3985,NaN
3990,NaN
3995,NaN
4000,NaN
4005,NaN
4010,NaN
4015,NaN
4020,NaN
4025,NaN
4030,NaN
4035,41.21821818
4040,NaN
4045,NaN
4050,NaN
4055,NaN
4060,NaN
4065,NaN
4070,NaN
4075,NaN
4080,NaN
4085,NaN
4090,NaN
4095,NaN
4100,NaN
4105,NaN
4110,NaN
4115,NaN
4120,NaN
4125,NaN
4130,NaN
4135,NaN
4140,NaN
4145,NaN
4150,NaN
4155,NaN
4160,NaN
4165,NaN
4170,NaN
4175,NaN
4180,NaN
4185,NaN
4190,NaN
4195,NaN
4200,NaN
4205,NaN
4210,NaN
4215,NaN
4220,NaN
4225,NaN
4230,NaN
4235,NaN
4240,NaN
4245,NaN
4250,NaN
4255,NaN
4260,NaN
4265,NaN
4270,NaN
4275,NaN
4280,NaN
4285,NaN
4290,NaN
4295,NaN
4300,NaN
4305,NaN
4310,NaN
4315,NaN
4320,NaN
4325,NaN
4330,NaN
4335,NaN
4340,NaN
4345,NaN
4350,NaN
4355,NaN
4360,NaN
4365,NaN
4370,NaN
4375,NaN
4380,NaN
4385,NaN
4390,NaN
4395,NaN
4400,NaN
4405,NaN
4410,NaN
4415,NaN
4420,NaN
4425,NaN
4430,NaN
4435,NaN
4440,NaN
4445,NaN
4450,NaN
4455,NaN
4460,NaN
4465,NaN
4470,NaN
4475,NaN
4480,NaN
4485,NaN
4490,NaN
4495,NaN
4500,NaN
4505,NaN
4510,NaN
4515,NaN
4520,NaN
4525,NaN
4530,NaN
4535,NaN
4540,NaN
4545,NaN
4550,NaN
4555,NaN
4560,NaN
4565,NaN
4570,NaN
4575,NaN
4580,NaN
4585,NaN
4590,NaN
4595,NaN
4600,NaN
4605,NaN
4610,NaN
4615,NaN
4620,NaN
4625,NaN
4630,NaN
4635,NaN
4640,NaN
4645,NaN
4650,NaN
4655,NaN
4660,NaN
4665,NaN
4670,NaN
4675,NaN
4680,NaN
4685,NaN
4690,NaN
4695,NaN
4700,NaN
4705,NaN
4710,NaN
4715,NaN
4720,NaN
4725,NaN
4730,NaN
4735,NaN
4740,NaN
4745,NaN
4750,NaN
4755,NaN
4760,NaN
4765,NaN
4770,NaN
4775,NaN
4780,NaN
4785,NaN
4790,NaN
4795,NaN
4800,NaN
4805,NaN
4810,NaN
4815,NaN
4820,NaN
4825,NaN
4830,NaN
4835,NaN
4840,NaN
4845,NaN
4850,NaN
4855,NaN
4860,NaN
4865,NaN
4870,NaN
4875,NaN
4880,NaN
4885,NaN
4890,NaN
4895,NaN
4900,49.70306667
4905,NaN
4910,NaN
4915,NaN
4920,NaN
4925,NaN
4930,NaN
4935,NaN
4940,NaN
4945,NaN
4950,NaN
4955,NaN
4960,NaN
4965,NaN
4970,NaN
4975,NaN
4980,NaN
4985,NaN
4990,NaN
4995,NaN
5000,NaN
5005,NaN
5010,NaN
5015,NaN
5020,NaN
5025,NaN
5030,NaN
5035,NaN
5040,NaN
5045,NaN
5050,NaN
5055,NaN
5060,NaN
5065,NaN
5070,NaN
5075,NaN
5080,NaN
5085,NaN
5090,NaN
5095,NaN
5100,NaN
5105,NaN
5110,NaN
5115,NaN
5120,NaN
5125,NaN
5130,NaN
5135,NaN
5140,NaN
5145,NaN
5150,NaN
5155,NaN
5160,NaN
5165,NaN
5170,NaN
5175,NaN
5180,NaN
5185,NaN
5190,NaN
5195,NaN
5200,NaN
5205,NaN
5210,NaN
5215,NaN
5220,NaN
5225,NaN
5230,NaN
5235,NaN
5240,NaN
5245,NaN
5250,NaN
5255,NaN
5260,NaN
5265,NaN
5270,NaN
5275,NaN
5280,NaN
5285,NaN
5290,NaN
5295,NaN
5300,NaN
5305,NaN
5310,NaN
5315,NaN
5320,NaN
5325,NaN
5330,NaN
5335,NaN
5340,NaN
5345,NaN
5350,NaN
5355,NaN
5360,NaN
5365,NaN
5370,NaN
5375,NaN
5380,NaN
5385,NaN
5390,NaN
5395,NaN
5400,NaN
5405,NaN
5410,NaN
5415,NaN
5420,NaN
5425,NaN
5430,NaN
5435,NaN
5440,NaN
5445,NaN
5450,NaN
5455,NaN
5460,NaN
5465,NaN
5470,NaN
5475,NaN
5480,NaN
5485,NaN
5490,NaN
5495,NaN
5500,NaN
5505,NaN
5510,NaN
5515,NaN
5520,NaN
5525,NaN
5530,NaN
5535,NaN
5540,NaN
5545,NaN
5550,NaN
5555,NaN
5560,NaN
5565,NaN
5570,NaN
5575,NaN
5580,NaN
5585,NaN
5590,NaN
5595,NaN
5600,NaN
5605,NaN
5610,NaN
5615,NaN
5620,NaN
5625,NaN
5630,NaN
5635,NaN
5640,NaN
5645,NaN
5650,NaN
5655,NaN
5660,NaN
5665,NaN
5670,NaN
5675,NaN
5680,NaN
5685,NaN
5690,NaN
5695,NaN
5700,NaN
5705,NaN
5710,NaN
5715,NaN
5720,NaN
5725,NaN
5730,53.94549091
5735,NaN
5740,NaN
5745,NaN
5750,NaN
5755,NaN
5760,NaN
5765,NaN
5770,NaN
5775,NaN
5780,NaN
5785,NaN
5790,NaN
5795,NaN
5800,NaN
5805,NaN
5810,NaN
5815,NaN
5820,NaN
5825,NaN
5830,NaN
5835,NaN
5840,NaN
5845,NaN
5850,NaN
5855,NaN
5860,NaN
5865,NaN
5870,NaN
5875,NaN
5880,NaN
5885,NaN
5890,NaN
5895,NaN
5900,NaN
5905,NaN
5910,NaN
5915,NaN
5920,NaN
5925,NaN
5930,NaN
5935,NaN
5940,NaN
5945,NaN
5950,NaN
5955,NaN
5960,NaN
5965,NaN
5970,NaN
5975,NaN
5980,NaN
5985,NaN
5990,NaN
5995,NaN
6000,NaN
6005,NaN
6010,NaN
6015,NaN
6020,NaN
6025,NaN
6030,NaN
6035,NaN
6040,NaN
6045,NaN
6050,NaN
6055,NaN
6060,NaN
6065,NaN
6070,NaN
6075,NaN
6080,NaN
6085,NaN
6090,NaN
6095,NaN
6100,NaN
6105,NaN
6110,NaN
6115,NaN
6120,NaN
6125,NaN
6130,NaN
6135,NaN
6140,NaN
6145,NaN
6150,NaN
6155,NaN
6160,NaN
6165,NaN
6170,NaN
6175,NaN
6180,NaN
6185,NaN
6190,NaN
6195,NaN
6200,NaN
6205,NaN
6210,NaN
6215,NaN
6220,NaN
6225,NaN
6230,NaN
6235,NaN
6240,NaN
6245,NaN
6250,NaN
6255,NaN
6260,NaN
6265,NaN
6270,NaN
6275,NaN
6280,NaN
6285,NaN
6290,NaN
6295,NaN
6300,NaN
6305,NaN
6310,NaN
6315,NaN
6320,NaN
6325,NaN
6330,NaN
6335,NaN
6340,NaN
6345,NaN
6350,NaN
6355,NaN
6360,NaN
6365,NaN
6370,NaN
6375,NaN
6380,NaN
6385,NaN
6390,NaN
6395,NaN
6400,NaN
6405,NaN
6410,NaN
6415,NaN
6420,NaN
6425,NaN
6430,NaN
6435,NaN
6440,NaN
6445,NaN
6450,NaN
6455,NaN
6460,NaN
6465,NaN
6470,NaN
6475,NaN
6480,NaN
6485,NaN
6490,NaN
6495,NaN
6500,NaN
6505,NaN
6510,NaN
6515,NaN
6520,NaN
6525,NaN
6530,NaN
6535,NaN
6540,NaN
6545,NaN
6550,NaN
6555,NaN
6560,NaN
6565,NaN
6570,NaN
6575,NaN
6580,NaN
6585,NaN
6590,NaN
6595,NaN
6600,NaN
6605,NaN
6610,NaN
6615,NaN
6620,NaN
6625,NaN
6630,NaN
6635,NaN
6640,NaN
6645,NaN
6650,55.5364
6655,NaN
6660,NaN
6665,NaN
6670,NaN
6675,NaN
6680,NaN
6685,NaN
6690,NaN
6695,NaN
6700,NaN
6705,NaN
6710,NaN
6715,NaN
6720,NaN
6725,NaN
6730,NaN
6735,NaN
6740,NaN
6745,NaN
6750,NaN
6755,NaN
6760,NaN
6765,NaN
6770,NaN
6775,NaN
6780,NaN
6785,NaN
6790,NaN
6795,NaN
6800,NaN
6805,NaN
6810,NaN
6815,NaN
6820,NaN
6825,NaN
6830,NaN
6835,NaN
6840,NaN
6845,NaN
6850,NaN
6855,NaN
6860,NaN
6865,NaN
6870,NaN
6875,NaN
6880,NaN
6885,NaN
6890,NaN
6895,NaN
6900,NaN
6905,NaN
6910,NaN
6915,NaN
6920,NaN
6925,NaN
6930,NaN
6935,NaN
6940,NaN
6945,NaN
6950,NaN
6955,NaN
6960,NaN
6965,NaN
6970,NaN
6975,NaN
6980,NaN
6985,NaN
6990,NaN
6995,NaN
7000,NaN
7005,NaN
7010,NaN
7015,NaN
7020,NaN
7025,NaN
7030,NaN
7035,NaN
7040,NaN
7045,NaN
7050,NaN
7055,NaN
7060,NaN
7065,NaN
7070,NaN
7075,NaN
7080,NaN
7085,NaN
7090,NaN
7095,NaN
7100,NaN
7105,NaN
7110,NaN
7115,NaN
7120,NaN
7125,NaN
7130,NaN
7135,NaN
7140,NaN
7145,NaN
7150,NaN
7155,NaN
7160,NaN
7165,NaN
7170,NaN
7175,NaN
7180,NaN
7185,NaN
7190,NaN
7195,NaN
7200,NaN
7205,NaN
7210,NaN
7215,NaN
7220,NaN
7225,NaN
7230,NaN
7235,NaN
7240,NaN
7245,NaN
7250,NaN
7255,NaN
7260,NaN
7265,NaN
7270,NaN
7275,NaN
7280,NaN
7285,NaN
7290,NaN
7295,NaN
7300,NaN
7305,NaN
7310,NaN
7315,NaN
7320,NaN
7325,NaN
7330,NaN
7335,NaN
7340,NaN
7345,NaN
7350,NaN
7355,NaN
7360,NaN
7365,NaN
7370,NaN
7375,NaN
7380,NaN
7385,NaN
7390,NaN
7395,NaN
7400,NaN
7405,NaN
7410,NaN
7415,NaN
7420,NaN
7425,NaN
7430,NaN
7435,NaN
7440,NaN
7445,NaN
7450,NaN
7455,59.79315676
7460,NaN
7465,NaN
7470,NaN
7475,NaN
7480,NaN
7485,NaN
7490,NaN
7495,NaN
7500,NaN
7505,NaN
7510,NaN
7515,NaN
7520,NaN
7525,NaN
7530,NaN
7535,NaN
7540,NaN
7545,NaN
7550,NaN
7555,NaN
7560,NaN
7565,NaN
7570,NaN
7575,NaN
7580,NaN
7585,NaN
7590,NaN
7595,NaN
7600,NaN
7605,NaN
7610,NaN
7615,NaN
7620,NaN
7625,NaN
7630,NaN
7635,NaN
7640,NaN
7645,NaN
7650,NaN
7655,NaN
7660,NaN
7665,NaN
7670,NaN
7675,NaN
7680,NaN
7685,NaN
7690,NaN
7695,NaN
7700,NaN
7705,NaN
7710,NaN
7715,NaN
7720,NaN
7725,NaN
7730,NaN
7735,NaN
7740,NaN
7745,NaN
7750,NaN
7755,NaN
7760,NaN
7765,NaN
7770,NaN
7775,NaN
7780,NaN
7785,NaN
7790,NaN
7795,NaN
7800,NaN
7805,NaN
7810,NaN
7815,NaN
7820,NaN
7825,NaN
7830,NaN
7835,NaN
7840,NaN
7845,NaN
7850,NaN
7855,NaN
7860,NaN
7865,NaN
7870,NaN
7875,NaN
7880,NaN
7885,NaN
7890,NaN
7895,NaN
7900,NaN
7905,NaN
7910,NaN
7915,NaN
7920,NaN
7925,NaN
7930,NaN
7935,NaN
7940,NaN
7945,NaN
7950,NaN
7955,NaN
7960,NaN
7965,NaN
7970,NaN
7975,NaN
7980,NaN
7985,NaN
7990,NaN
7995,NaN
8000,NaN
8005,NaN
8010,NaN
8015,NaN
8020,NaN
8025,NaN
8030,NaN
8035,NaN
8040,NaN
8045,NaN
8050,NaN
8055,NaN
8060,NaN
8065,NaN
8070,NaN
8075,NaN
8080,NaN
8085,NaN
8090,NaN
8095,NaN
8100,NaN
8105,NaN
8110,NaN
8115,NaN
8120,NaN
8125,NaN
8130,NaN
8135,NaN
8140,NaN
8145,NaN
8150,NaN
8155,NaN
8160,NaN
8165,NaN
8170,NaN
8175,NaN
8180,NaN
8185,NaN
8190,NaN
8195,NaN
8200,NaN
8205,NaN
8210,NaN
8215,NaN
8220,NaN
8225,NaN
8230,NaN
8235,NaN
8240,NaN
8245,NaN
8250,NaN
8255,NaN
8260,NaN
8265,NaN
8270,NaN
8275,NaN
8280,NaN
8285,NaN
8290,NaN
8295,NaN
8300,NaN
8305,NaN
8310,63.0364
8315,NaN
8320,NaN
8325,NaN
8330,NaN
8335,NaN
8340,NaN
8345,NaN
8350,NaN
8355,NaN
8360,NaN
8365,NaN
8370,NaN
8375,NaN
8380,NaN
8385,NaN
8390,NaN
8395,NaN
8400,NaN
8405,NaN
8410,NaN
8415,NaN
8420,NaN
8425,NaN
8430,NaN
8435,NaN
8440,NaN
8445,NaN
8450,NaN
8455,NaN
8460,NaN
8465,NaN
8470,NaN
8475,NaN
8480,NaN
8485,NaN
8490,NaN
8495,NaN
8500,NaN
8505,NaN
8510,NaN
8515,NaN
8520,NaN
8525,NaN
8530,NaN
8535,NaN
8540,NaN
8545,NaN
8550,NaN
8555,NaN
8560,NaN
8565,NaN
8570,NaN
8575,NaN
8580,NaN
8585,NaN
8590,NaN
8595,NaN
8600,NaN
8605,NaN
8610,NaN
8615,NaN
8620,NaN
8625,NaN
8630,NaN
8635,NaN
8640,NaN
8645,NaN
8650,NaN
8655,NaN
8660,NaN
8665,NaN
8670,NaN
8675,NaN
8680,NaN
8685,NaN
8690,NaN
8695,NaN
8700,NaN
8705,NaN
8710,NaN
8715,NaN
8720,NaN
8725,NaN
8730,NaN
8735,NaN
8740,NaN
8745,NaN
8750,NaN
8755,NaN
8760,NaN
8765,NaN
8770,NaN
8775,NaN
8780,NaN
8785,NaN
8790,NaN
8795,NaN
8800,NaN
8805,NaN
8810,NaN
8815,NaN
8820,NaN
8825,NaN
8830,NaN
8835,NaN
8840,NaN
8845,NaN
8850,NaN
8855,NaN
8860,NaN
8865,NaN
8870,NaN
8875,NaN
8880,NaN
8885,NaN
8890,NaN
8895,NaN
8900,NaN
8905,NaN
8910,NaN
8915,NaN
8920,NaN
8925,NaN
8930,NaN
8935,NaN
8940,NaN
8945,NaN
8950,NaN
8955,NaN
8960,NaN
8965,NaN
8970,NaN
8975,NaN
8980,NaN
8985,NaN
8990,NaN
8995,NaN
9000,NaN
9005,NaN
9010,NaN
9015,NaN
9020,NaN
9025,NaN
9030,NaN
9035,NaN
9040,NaN
9045,NaN
9050,NaN
9055,NaN
9060,NaN
9065,NaN
9070,NaN
9075,NaN
9080,NaN
9085,NaN
9090,NaN
9095,NaN
9100,NaN
9105,NaN
9110,NaN
9115,NaN
9120,NaN
9125,NaN
9130,NaN
9135,NaN
9140,NaN
9145,NaN
9150,NaN
9155,NaN
9160,NaN
9165,NaN
9170,NaN
9175,NaN
9180,NaN
9185,NaN
9190,NaN
9195,NaN
9200,NaN
9205,NaN
9210,NaN
9215,NaN
9220,NaN
9225,NaN
9230,NaN
9235,NaN
9240,NaN
9245,NaN
9250,NaN
9255,NaN
9260,NaN
9265,NaN
9270,NaN
9275,NaN
9280,NaN
9285,NaN
9290,NaN
9295,NaN
9300,NaN
9305,NaN
9310,NaN
9315,NaN
9320,NaN
9325,NaN
9330,NaN
9335,NaN
9340,NaN
9345,NaN
9350,NaN
9355,NaN
9360,NaN
9365,NaN
9370,NaN
9375,NaN
9380,NaN
9385,NaN
9390,NaN
9395,NaN
9400,66.67276364
9405,NaN
9410,NaN
9415,NaN
9420,NaN
9425,NaN
9430,NaN
9435,NaN
9440,NaN
9445,NaN
9450,NaN
9455,NaN
9460,NaN
9465,NaN
9470,NaN
9475,NaN
9480,NaN
9485,NaN
9490,NaN
9495,NaN
9500,NaN
9505,NaN
9510,NaN
9515,NaN
9520,NaN
9525,NaN
9530,NaN
9535,NaN
9540,NaN
9545,NaN
9550,NaN
9555,NaN
9560,NaN
9565,NaN
9570,NaN
9575,NaN
9580,NaN
9585,NaN
9590,NaN
9595,NaN
9600,NaN
9605,NaN
9610,NaN
9615,NaN
9620,NaN
9625,NaN
9630,NaN
9635,NaN
9640,NaN
9645,NaN
9650,NaN
9655,NaN
9660,NaN
9665,NaN
9670,NaN
9675,NaN
9680,NaN
9685,NaN
9690,NaN
9695,NaN
9700,NaN
9705,NaN
9710,NaN
9715,NaN
9720,NaN
9725,NaN
9730,NaN
9735,NaN
9740,NaN
9745,NaN
9750,NaN
9755,NaN
9760,NaN
9765,NaN
9770,NaN
9775,NaN
9780,NaN
9785,NaN
9790,NaN
9795,NaN
9800,NaN
9805,NaN
9810,NaN
9815,NaN
9820,NaN
9825,NaN
9830,NaN
9835,NaN
9840,NaN
9845,NaN
9850,NaN
9855,NaN
9860,NaN
9865,NaN
9870,NaN
9875,NaN
9880,NaN
9885,NaN
9890,NaN
9895,NaN
9900,NaN
9905,NaN
9910,NaN
9915,NaN
9920,NaN
9925,NaN
9930,NaN
9935,NaN
9940,NaN
9945,NaN
9950,NaN
9955,NaN
9960,NaN
9965,NaN
9970,NaN
9975,NaN
9980,NaN
9985,NaN
9990,NaN
9995,NaN
10000,NaN
10005,NaN
10010,NaN
10015,NaN
10020,NaN
10025,NaN
10030,NaN
10035,NaN
10040,NaN
10045,NaN
10050,NaN
10055,NaN
10060,NaN
10065,NaN
10070,NaN
10075,NaN
10080,NaN
10085,NaN
10090,NaN
10095,NaN
10100,NaN
